,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
305,zaragoza,20.0,ES,2018-11-30 18:00:00,71.0,41.65,-0.88,48.97,5.82
306,qorveh,80.0,IR,2018-11-30 18:31:31,89.0,35.17,47.8,36.9,6.13
308,ucluelet,75.0,CA,2018-11-30 18:00:00,100.0,48.94,-125.55,42.8,3.36
309,harper,90.0,US,2018-11-30 17:55:00,72.0,30.3,-99.24,68.07,13.87
310,kodiak,1.0,US,2018-11-30 17:55:00,85.0,39.95,-94.76,37.36,9.17
311,koutsouras,44.0,GR,2018-11-30 18:31:32,100.0,35.03,25.95,59.99,22.06
312,taber,75.0,CA,2018-11-30 18:00:00,74.0,49.79,-112.14,30.2,6.93
313,kardla,8.0,EE,2018-11-30 17:50:00,38.0,58.44,26.57,24.8,17.22
315,garden city,90.0,US,2018-11-30 18:15:00,61.0,40.73,-73.63,40.93,3.56
316,kindu,32.0,CD,2018-11-30 18:31:34,85.0,-2.95,25.92,76.01,2.33
317,charlestown,90.0,US,2018-11-30 17:56:00,59.0,41.38,-71.64,39.2,5.82
318,xuddur,8.0,SO,2018-11-30 18:31:35,52.0,4.12,43.89,79.88,11.43
319,gonbad-e qabus,75.0,IR,2018-11-30 18:00:00,87.0,37.25,55.17,53.6,3.11
320,zhangjiakou,0.0,CN,2018-11-30 18:31:35,64.0,40.77,114.88,13.06,2.37
321,okhotsk,36.0,RU,2018-11-30 18:31:36,100.0,59.36,143.24,-8.68,8.63
322,sorland,0.0,NO,2018-11-30 17:50:00,70.0,67.67,12.69,45.25,27.51
324,namwala,64.0,ZM,2018-11-30 18:31:37,68.0,-15.75,26.45,73.35,16.08
325,port blair,64.0,IN,2018-11-30 18:31:37,100.0,11.67,92.75,83.3,9.93
326,kota kinabalu,75.0,MY,2018-11-30 18:00:00,83.0,5.98,116.07,78.8,6.93
327,vardo,90.0,US,2018-11-30 17:55:00,67.0,39.62,-77.74,38.55,5.82
328,brae,92.0,GB,2018-11-30 18:20:00,87.0,60.4,-1.35,46.4,27.51
329,bonthe,56.0,SL,2018-11-30 18:31:38,68.0,7.53,-12.5,86.36,1.88
330,cap malheureux,20.0,MU,2018-11-30 18:00:00,83.0,-19.98,57.61,77.0,2.24
331,ulcinj,24.0,ME,2018-11-30 18:31:39,100.0,41.93,19.22,42.66,5.57
332,dali,0.0,CN,2018-11-30 18:31:39,100.0,25.6,100.24,34.52,1.77
333,kahului,1.0,US,2018-11-30 17:56:00,78.0,20.89,-156.47,67.19,4.7
334,lawrenceburg,75.0,US,2018-11-30 18:15:00,100.0,35.24,-87.33,63.45,6.93
335,biltine,8.0,TD,2018-11-30 18:27:50,23.0,14.53,20.93,78.94,10.54
336,praia da vitoria,40.0,PT,2018-11-30 18:00:00,88.0,38.73,-27.07,66.2,26.98
337,martapura,24.0,ID,2018-11-30 17:00:00,94.0,-3.41,114.85,77.0,5.82
338,fortuna,0.0,ES,2018-11-30 18:00:00,44.0,38.18,-1.13,59.0,14.99
339,richards bay,0.0,ZA,2018-11-30 18:31:42,58.0,-28.77,32.06,74.61,15.41
340,san policarpo,92.0,PH,2018-11-30 18:31:42,100.0,12.18,125.51,77.76,11.65
341,altay,92.0,CN,2018-11-30 18:31:43,90.0,47.83,88.13,22.64,3.56
342,evensk,44.0,RU,2018-11-30 18:31:43,100.0,61.92,159.24,-4.73,7.63
343,beira,20.0,ES,2018-11-30 18:00:00,81.0,43.2,-8.36,50.85,6.93
344,mahibadhoo,44.0,MV,2018-11-30 18:31:44,100.0,3.78,72.97,82.31,13.78
346,fukue,20.0,JP,2018-11-30 18:00:00,76.0,35.03,136.69,50.0,3.36
347,hofn,40.0,IS,2018-11-30 18:00:00,59.0,64.25,-15.21,35.6,24.16
348,qiyang,80.0,CN,2018-11-30 18:31:45,96.0,26.59,111.85,54.91,3.27
350,deniliquin,0.0,AU,2018-11-30 18:31:45,75.0,-35.53,144.96,53.51,3.04
351,moyale,8.0,ET,2018-11-30 18:31:46,59.0,3.52,39.05,72.81,10.38
352,mpanda,80.0,TZ,2018-11-30 18:31:46,82.0,-6.34,31.07,71.46,1.32
353,constitucion,5.0,MX,2018-11-30 17:41:00,39.0,23.99,-104.67,66.2,14.99
354,sitka,92.0,US,2018-11-30 18:31:47,99.0,37.17,-99.65,42.08,12.66
355,victoria point,20.0,AU,2018-11-30 18:13:00,88.0,-27.58,153.3,67.33,10.29
356,cidreira,88.0,BR,2018-11-30 18:31:47,100.0,-30.17,-50.22,71.96,2.82
357,maltahohe,0.0,NA,2018-11-30 18:31:48,28.0,-24.83,16.98,81.32,9.93
358,aksu,90.0,KZ,2018-11-30 18:00:00,83.0,52.04,76.93,-4.01,20.13
360,urucara,76.0,BR,2018-11-30 18:32:03,66.0,-2.54,-57.76,86.76,3.0
361,khilok,64.0,RU,2018-11-30 18:32:04,72.0,51.36,110.46,13.55,6.02
362,pedasi,68.0,PA,2018-11-30 18:32:04,100.0,7.53,-80.03,81.95,13.33
364,kantang,80.0,TH,2018-11-30 18:32:05,91.0,7.42,99.52,82.71,7.02
365,kimbe,12.0,PG,2018-11-30 18:32:06,100.0,-5.56,150.15,78.62,4.61
366,pochutla,90.0,MX,2018-11-30 17:45:00,55.0,15.74,-96.47,85.78,5.35
367,bara,0.0,NG,2018-11-30 18:32:06,26.0,10.41,10.6,80.69,6.8
368,dehloran,76.0,IR,2018-11-30 18:32:07,88.0,32.69,47.27,59.54,4.0
369,marsa matruh,40.0,EG,2018-11-30 17:00:00,82.0,31.35,27.25,60.8,8.05
370,sao mateus,24.0,BR,2018-11-30 18:31:26,81.0,-18.72,-39.86,82.13,16.13
371,katherine,24.0,AU,2018-11-30 18:00:00,74.0,-14.47,132.26,82.4,1.12
372,conakry,24.0,GN,2018-11-30 18:32:08,99.0,9.52,-13.7,84.2,9.53
373,san jeronimo,0.0,PE,2018-11-30 18:00:00,39.0,-13.65,-73.37,64.4,9.17
374,dong hoi,92.0,VN,2018-11-30 18:32:09,100.0,17.48,106.6,72.5,5.61
375,san isidro,88.0,PH,2018-11-30 18:32:10,94.0,16.74,121.63,68.27,2.71
376,zhangye,0.0,CN,2018-11-30 18:32:10,74.0,38.94,100.46,23.4,7.02
377,high level,80.0,CA,2018-11-30 18:32:11,77.0,58.52,-117.13,18.32,2.04
378,eureka,1.0,US,2018-11-30 17:55:00,89.0,40.8,-124.16,49.1,5.82
379,paita,0.0,PE,2018-11-30 18:00:00,290.0,-5.09,-81.11,62.6,13.87
380,mola di bari,0.0,IT,2018-11-30 18:20:00,87.0,41.06,17.09,45.34,4.7
381,fereydun kenar,90.0,IR,2018-11-30 18:00:00,93.0,36.69,52.52,54.64,4.7
382,gostilitsy,0.0,RU,2018-11-30 18:00:00,42.0,59.75,29.62,26.6,8.95
383,san ignacio,40.0,CL,2018-11-30 18:00:00,47.0,-36.8,-72.03,77.0,11.41
384,wijchen,20.0,NL,2018-11-30 18:25:00,93.0,51.81,5.74,46.4,6.93
385,mehamn,75.0,NO,2018-11-30 17:50:00,86.0,71.03,27.85,34.75,11.41
386,avera,90.0,US,2018-11-30 18:15:00,49.0,33.19,-82.53,61.79,3.36
387,ondangwa,0.0,NA,2018-11-30 18:32:15,44.0,-17.91,15.98,85.64,12.33
390,mindelo,20.0,PT,2018-11-30 18:00:00,93.0,41.31,-8.72,52.63,2.24
391,nushki,0.0,PK,2018-11-30 18:32:17,89.0,29.55,66.02,39.29,2.37
392,suriapet,8.0,IN,2018-11-30 18:32:17,89.0,17.15,79.62,65.89,2.77
393,san rafael,44.0,AR,2018-11-30 18:32:18,31.0,-34.61,-68.33,77.85,10.27
394,yerbogachen,92.0,RU,2018-11-30 18:32:18,82.0,61.28,108.01,-19.8,9.08
395,henties bay,0.0,NA,2018-11-30 18:32:19,88.0,-22.12,14.28,64.22,9.26
396,shimoda,0.0,JP,2018-11-30 18:32:19,100.0,34.7,138.93,58.5,19.82
398,lakselv,0.0,NO,2018-11-30 17:50:00,80.0,70.05,24.96,33.8,16.11
399,noumea,90.0,NC,2018-11-30 18:00:00,88.0,-22.28,166.46,71.6,2.24
400,sakaiminato,75.0,JP,2018-11-30 18:00:00,81.0,35.55,133.23,46.4,4.7
401,shitanjing,0.0,CN,2018-11-30 18:32:20,63.0,39.23,106.34,12.06,2.21
402,leiyang,64.0,CN,2018-11-30 18:32:22,91.0,26.42,112.85,57.6,4.79
403,polovinnoye,76.0,RU,2018-11-30 18:32:22,85.0,54.79,65.99,9.23,13.44
404,cheshunt,75.0,GB,2018-11-30 18:20:00,81.0,51.7,-0.03,46.22,9.17
405,lagos,20.0,NG,2018-11-30 18:00:00,83.0,6.46,3.39,84.2,9.17
406,nizhneudinsk,92.0,RU,2018-11-30 18:32:24,88.0,54.91,99.03,23.58,3.33
408,tacuati,88.0,PY,2018-11-30 18:32:24,99.0,-23.46,-56.74,76.37,2.37
411,hoima,36.0,UG,2018-11-30 18:32:25,65.0,1.43,31.35,71.46,4.79
412,itoman,20.0,JP,2018-11-30 18:00:00,56.0,26.12,127.67,68.74,4.7
413,nchelenge,68.0,ZM,2018-11-30 18:32:25,93.0,-9.35,28.74,69.94,3.49
414,kjollefjord,40.0,NO,2018-11-30 17:50:00,80.0,70.95,27.35,34.66,12.75
415,versalles,40.0,CO,2018-11-30 18:00:00,69.0,4.58,-76.2,77.0,6.93
416,hambantota,12.0,LK,2018-11-30 18:32:26,100.0,6.12,81.12,80.87,16.46
418,wucheng,0.0,CN,2018-11-30 18:32:27,80.0,29.09,119.57,37.67,2.21
419,pineto,0.0,IT,2018-11-30 17:50:00,87.0,42.61,14.07,44.6,4.7
420,howick,20.0,ZA,2018-11-30 18:32:28,57.0,-29.48,30.22,69.94,7.4
421,caravelas,8.0,BR,2018-11-30 18:32:28,100.0,-17.73,-39.27,78.89,19.37
422,bubaque,20.0,GW,2018-11-30 18:32:28,87.0,11.28,-15.83,86.31,2.71
423,xam nua,0.0,LA,2018-11-30 18:32:28,89.0,20.42,104.04,52.61,1.7
424,teguise,40.0,ES,2018-11-30 18:00:00,73.0,29.06,-13.56,69.8,12.75
425,stutterheim,20.0,ZA,2018-11-30 18:00:00,83.0,-32.57,27.43,69.8,13.87
426,leshukonskoye,92.0,RU,2018-11-30 18:32:29,83.0,64.9,45.76,31.86,9.04
427,laguna,20.0,MX,2018-11-30 17:40:00,49.0,27.52,-110.01,71.6,3.36
428,sola,75.0,NO,2018-11-30 17:50:00,81.0,58.89,5.65,46.4,19.46
429,aksay,40.0,RU,2018-11-30 18:00:00,79.0,47.27,39.86,19.4,29.08
430,verkhnetulomskiy,75.0,RU,2018-11-30 18:00:00,95.0,68.61,31.8,35.6,8.95
431,bastia,75.0,IT,2018-11-30 18:20:00,65.0,44.6,8.98,39.76,11.41
433,alanya,75.0,TR,2018-11-30 17:50:00,100.0,36.55,32.0,53.6,5.82
434,flin flon,90.0,CA,2018-11-30 18:00:00,85.0,54.77,-101.88,19.4,4.7
436,santa isabel,75.0,CO,2018-11-30 18:00:00,74.0,4.71,-75.1,68.34,5.82
437,virginia beach,40.0,US,2018-11-30 18:21:00,87.0,36.85,-75.98,50.45,4.7
438,brigantine,75.0,US,2018-11-30 18:00:00,49.0,39.41,-74.36,46.74,6.93
439,delano,40.0,US,2018-11-30 18:08:00,78.0,35.77,-119.25,55.17,9.17
441,saldanha,0.0,PT,2018-11-30 18:32:34,95.0,41.42,-6.55,37.94,2.82
442,coahuayana,76.0,MX,2018-11-30 18:32:34,85.0,18.62,-100.35,70.39,3.04
443,carballo,20.0,ES,2018-11-30 18:00:00,81.0,43.21,-8.69,50.86,6.93
444,miranda,92.0,CO,2018-11-30 18:32:35,100.0,3.25,-76.23,58.73,2.1
445,crotone,0.0,IT,2018-11-30 17:50:00,76.0,39.09,17.12,50.0,2.24
446,bartica,88.0,GY,2018-11-30 18:32:36,73.0,6.41,-58.62,82.26,5.23
447,abu kamal,92.0,SY,2018-11-30 18:32:36,94.0,34.45,40.92,61.7,14.9
448,omis,64.0,HR,2018-11-30 18:32:36,100.0,43.44,16.69,47.03,7.4
449,leningradskiy,88.0,RU,2018-11-30 18:32:37,92.0,69.38,178.42,20.84,10.87
450,wegorzewo,0.0,PL,2018-11-30 18:32:37,92.0,54.22,21.74,22.19,21.05
451,jawhar,8.0,IN,2018-11-30 18:32:37,66.0,19.91,73.23,65.44,3.33
453,regina,90.0,CA,2018-11-30 18:00:00,100.0,50.45,-104.62,21.67,10.29
454,berlevag,75.0,NO,2018-11-30 17:50:00,86.0,70.86,29.09,32.83,11.41
455,roma,40.0,IT,2018-11-30 18:20:00,81.0,41.89,12.48,53.6,5.82
456,puri,20.0,ID,2018-11-30 18:00:00,94.0,-7.54,112.45,77.0,3.36
457,pljevlja,90.0,ME,2018-11-30 18:00:00,92.0,43.36,19.36,17.6,3.36
459,ponta do sol,56.0,BR,2018-11-30 18:32:39,60.0,-20.63,-46.0,82.71,9.04
460,tarko-sale,48.0,RU,2018-11-30 18:32:40,51.0,64.92,77.78,-30.56,3.38
461,te anau,92.0,NZ,2018-11-30 18:32:40,100.0,-45.41,167.72,52.83,3.38
462,havoysund,40.0,NO,2018-11-30 17:50:00,80.0,71.0,24.66,36.5,12.75
464,turtas,24.0,RU,2018-11-30 18:32:41,73.0,58.94,69.13,-10.89,4.61
465,hirara,76.0,JP,2018-11-30 18:32:41,100.0,24.8,125.28,74.75,10.94
466,sompeta,12.0,IN,2018-11-30 18:32:41,85.0,18.93,84.6,63.77,1.99
467,concarneau,75.0,FR,2018-11-30 18:00:00,87.0,47.88,-3.92,49.42,3.36
468,airai,20.0,TL,2018-11-30 18:32:42,92.0,-8.93,125.41,69.21,1.1
469,krasnaya gorka,80.0,RU,2018-11-30 18:32:42,80.0,55.19,56.67,18.59,14.63
470,poum,0.0,MK,2018-11-30 18:00:00,86.0,41.28,20.71,28.4,3.36
471,ketchikan,75.0,US,2018-11-30 17:56:00,88.0,55.34,-131.65,42.39,11.41
472,trelleborg,90.0,SE,2018-11-30 17:50:00,86.0,55.38,13.15,39.24,13.87
473,krasnaya gora,0.0,RU,2018-11-30 18:00:00,85.0,53.01,31.6,12.2,11.18
474,half moon bay,40.0,US,2018-11-30 18:00:00,71.0,37.46,-122.43,57.38,14.99
475,navirai,80.0,BR,2018-11-30 18:32:44,100.0,-23.07,-54.19,75.96,4.12
476,ust-barguzin,88.0,RU,2018-11-30 18:32:44,94.0,53.41,109.03,9.68,3.27
477,amga,44.0,RU,2018-11-30 18:32:44,52.0,60.89,131.98,-31.5,2.59
478,maningrida,44.0,AU,2018-11-30 18:32:45,86.0,-12.05,134.23,83.84,8.3
479,khorramshahr,90.0,IR,2018-11-30 18:00:00,77.0,30.43,48.18,66.2,4.7
480,kamaishi,48.0,JP,2018-11-30 18:32:45,97.0,39.28,141.86,27.86,2.71
481,herat,0.0,AF,2018-11-30 16:55:00,66.0,34.35,62.22,48.2,5.82
482,mantua,0.0,IT,2018-11-30 18:20:00,85.0,45.16,10.79,37.4,3.36
483,nikel,75.0,NO,2018-11-30 17:50:00,86.0,69.41,30.21,33.8,26.4
484,san carlos,20.0,VE,2018-11-30 18:32:47,44.0,9.66,-68.59,93.06,5.12
485,namibe,0.0,AO,2018-11-30 18:28:45,91.0,-15.19,12.15,72.14,10.6
486,greensburg,40.0,US,2018-11-30 17:55:00,61.0,30.83,-90.67,76.35,20.8
487,guataqui,75.0,CO,2018-11-30 18:00:00,74.0,4.52,-74.79,78.8,5.82
488,jalu,0.0,LY,2018-11-30 18:32:48,80.0,29.03,21.55,54.64,5.39
490,elat,56.0,CM,2018-11-30 18:32:49,90.0,2.91,11.16,72.45,2.1
491,salto,75.0,UY,2018-11-30 17:00:00,54.0,-31.39,-57.96,80.6,13.87
492,colares,20.0,PT,2018-11-30 18:00:00,81.0,38.8,-9.45,55.6,2.24
493,banjar,64.0,ID,2018-11-30 18:32:50,98.0,-7.37,108.54,71.42,2.71
494,latung,20.0,ID,2018-11-30 18:32:50,98.0,-8.45,120.42,71.01,2.48
495,shenzhen,0.0,CN,2018-11-30 18:00:00,68.0,22.54,114.05,71.6,4.47
496,kalmunai,0.0,LK,2018-11-30 18:32:50,96.0,7.42,81.82,72.41,4.5
497,nanga eboko,36.0,CM,2018-11-30 18:32:51,53.0,4.68,12.37,82.76,10.09
498,simpsonville,90.0,US,2018-11-30 18:15:00,90.0,34.74,-82.25,54.68,9.17
499,salalah,75.0,OM,2018-11-30 17:50:00,65.0,17.01,54.1,80.6,8.05
500,olinda,90.0,EC,2018-11-30 18:00:00,61.0,-2.03,-79.75,80.6,4.7
502,el real de santa maria,44.0,PA,2018-11-30 18:32:52,91.0,8.11,-77.73,82.98,4.27
503,nouadhibou,0.0,MR,2018-11-30 17:00:00,34.0,20.93,-17.03,80.6,10.29
504,pimentel,80.0,BR,2018-11-30 18:32:53,85.0,-3.7,-45.5,81.86,3.27
506,erzin,75.0,TR,2018-11-30 18:20:00,93.0,36.95,36.2,54.61,9.17
507,whitehorse,75.0,CA,2018-11-30 18:00:00,92.0,60.72,-135.06,19.4,3.36
508,hauterive,75.0,FR,2018-11-30 18:00:00,76.0,46.09,3.45,45.39,4.7
510,sayyan,0.0,YE,2018-11-30 18:32:55,66.0,15.17,44.32,45.95,3.83
511,arlit,36.0,NE,2018-11-30 18:32:56,21.0,18.74,7.39,69.8,9.15
512,barabinsk,48.0,RU,2018-11-30 18:32:56,72.0,55.35,78.35,1.08,17.69
513,smithers,90.0,CA,2018-11-30 18:04:00,86.0,54.78,-127.17,32.0,2.37
514,casa grande,90.0,US,2018-11-30 18:15:00,62.0,32.88,-111.76,57.69,6.93
515,bendigo,0.0,AU,2018-11-30 18:31:28,87.0,-36.76,144.28,48.74,2.82
516,sobolevo,0.0,RU,2018-11-30 18:32:58,75.0,54.43,31.9,-3.11,4.23
517,saint anthony,90.0,US,2018-11-30 17:56:00,85.0,43.97,-111.68,32.99,5.82
518,bereda,20.0,ES,2018-11-30 18:00:00,81.0,43.27,-7.54,51.8,6.93
519,sterling,90.0,US,2018-11-30 18:15:00,75.0,39.0,-77.4,42.89,3.36
520,katsuura,0.0,JP,2018-11-30 18:32:59,99.0,33.93,134.5,46.58,7.02
521,umm lajj,44.0,SA,2018-11-30 18:32:59,100.0,25.02,37.27,71.33,3.11
522,puerto carreno,20.0,CO,2018-11-30 18:00:00,52.0,6.19,-67.49,91.4,9.17
523,lata,0.0,IN,2018-11-30 18:32:59,61.0,30.78,78.62,35.51,2.77
524,neiafu,88.0,TO,2018-11-30 18:33:00,100.0,-18.65,-173.98,79.79,12.77
525,gonaives,90.0,HT,2018-11-30 18:00:00,83.0,19.45,-72.68,75.2,10.29
526,along,20.0,IN,2018-11-30 18:33:00,67.0,28.17,94.8,50.63,2.1
527,ziparion,40.0,GR,2018-11-30 18:20:00,76.0,36.88,27.2,53.6,12.75
528,port lincoln,36.0,AU,2018-11-30 18:33:02,64.0,-34.72,135.86,69.04,12.66
529,onguday,76.0,RU,2018-11-30 18:33:02,65.0,50.75,86.14,7.34,2.71
530,ballina,20.0,IE,2018-11-30 18:00:00,93.0,54.11,-9.15,37.4,6.93
531,aykhal,20.0,RU,2018-11-30 18:33:03,0.0,65.95,111.51,-45.45,2.77
532,batemans bay,64.0,AU,2018-11-30 18:33:03,100.0,-35.71,150.18,55.98,3.0
533,sarkand,68.0,KZ,2018-11-30 18:33:04,93.0,45.41,79.91,18.41,25.26
534,launceston,0.0,AU,2018-11-30 18:08:00,100.0,-41.43,147.14,44.6,5.82
536,kangaba,0.0,ML,2018-11-30 18:33:05,24.0,11.94,-8.41,89.06,7.58
537,ocumare del tuy,40.0,VE,2018-11-30 18:00:00,62.0,10.11,-66.78,86.0,3.36
538,high prairie,80.0,CA,2018-11-30 18:33:05,89.0,55.43,-116.48,28.81,4.0
539,galle,90.0,US,2018-11-30 18:07:00,87.0,29.74,-97.91,70.79,6.93
540,varhaug,75.0,NO,2018-11-30 17:50:00,81.0,58.61,5.65,46.4,19.46
541,cascina,40.0,IT,2018-11-30 18:20:00,87.0,43.68,10.55,46.27,5.82
542,talcahuano,0.0,CL,2018-11-30 18:00:00,52.0,-36.72,-73.12,69.8,19.46
545,rio gallegos,40.0,AR,2018-11-30 18:00:00,27.0,-51.62,-69.22,53.6,25.28
546,mechetinskaya,88.0,RU,2018-11-30 18:33:08,88.0,46.77,40.45,26.69,25.41
547,hunterville,36.0,ZA,2018-11-30 18:00:00,37.0,-26.77,27.93,69.8,4.38
548,gat,0.0,SN,2018-11-30 18:00:00,23.0,14.69,-16.54,90.14,2.24
549,matara,0.0,PE,2018-11-30 18:00:00,39.0,-13.74,-72.9,64.4,9.17
550,chifeng,0.0,CN,2018-11-30 18:33:10,67.0,42.27,118.96,8.51,2.59
551,panchagarh,5.0,BD,2018-11-30 17:30:00,100.0,26.33,88.56,57.2,1.48
552,sambava,24.0,MG,2018-11-30 18:33:10,100.0,-14.27,50.17,79.7,6.51
553,mudhol,20.0,IN,2018-11-30 18:33:11,68.0,16.33,75.29,65.84,6.35
554,garowe,0.0,SO,2018-11-30 18:33:11,60.0,8.41,48.48,77.9,12.55
555,ilovlya,0.0,RU,2018-11-30 18:00:00,72.0,49.31,43.98,15.8,17.9
556,bulungu,92.0,CD,2018-11-30 18:33:12,94.0,-4.54,18.6,73.4,7.4
557,tuatapere,92.0,NZ,2018-11-30 18:33:12,100.0,-46.13,167.69,54.95,5.35
558,luanda,40.0,AO,2018-11-30 18:00:00,83.0,-8.83,13.24,78.8,6.93
560,pakokku,0.0,MM,2018-11-30 18:33:13,89.0,21.33,95.09,63.19,4.56
561,beloha,68.0,MG,2018-11-30 18:33:13,65.0,-25.17,45.06,69.48,14.63
562,slave lake,90.0,CA,2018-11-30 18:00:00,92.0,55.28,-114.77,28.4,3.36
564,anton lizardo,40.0,MX,2018-11-30 17:41:00,69.0,19.05,-95.98,82.4,5.82
566,celestun,56.0,MX,2018-11-30 18:33:15,92.0,20.87,-90.4,79.66,15.79
567,saint-joseph,90.0,FR,2018-11-30 18:00:00,93.0,43.56,6.97,48.2,2.24
568,zyryanka,64.0,RU,2018-11-30 18:33:16,64.0,65.73,150.89,-14.0,5.73
569,rabo de peixe,75.0,PT,2018-11-30 18:00:00,88.0,37.8,-25.58,64.4,16.11
570,dunedin,48.0,NZ,2018-11-30 18:33:09,94.0,-45.87,170.5,49.73,2.82
571,grindavik,90.0,IS,2018-11-30 18:00:00,80.0,63.84,-22.43,34.75,21.92
572,bulawayo,64.0,ZW,2018-11-30 18:33:17,81.0,-20.16,28.59,63.05,10.83
573,pishin,0.0,PK,2018-11-30 18:33:17,73.0,30.58,67.0,23.58,2.55
574,petropavlovsk-kamchatskiy,8.0,RU,2018-11-30 18:00:00,47.0,53.05,158.65,15.8,11.18
575,arman,0.0,RU,2018-11-30 18:33:18,55.0,59.7,150.17,-12.19,8.03
576,atambua,48.0,ID,2018-11-30 18:33:18,100.0,-9.11,124.89,77.72,1.77
578,eirunepe,68.0,BR,2018-11-30 18:33:19,81.0,-6.66,-69.87,84.29,2.82
579,denpasar,75.0,ID,2018-11-30 18:00:00,78.0,-8.65,115.22,80.6,1.32
580,livani,0.0,LV,2018-11-30 18:33:19,65.0,56.35,26.18,17.33,13.85
581,pavino,90.0,RU,2018-11-30 18:00:00,76.0,55.02,82.61,-4.01,15.66
582,djenne,0.0,ML,2018-11-30 18:33:20,27.0,13.91,-4.55,84.74,6.51
583,lang son,92.0,VN,2018-11-30 18:33:21,97.0,21.83,106.73,69.44,3.11
584,santa maria,0.0,BR,2018-11-30 18:33:21,75.0,-29.69,-53.81,82.35,6.8
585,puquio,12.0,PE,2018-11-30 18:33:22,14.0,-14.69,-74.12,62.15,9.37
586,sur,0.0,OM,2018-11-30 18:33:22,100.0,22.57,59.53,73.85,7.36
587,arcata,1.0,US,2018-11-30 17:55:00,89.0,40.87,-124.08,49.06,5.82
588,coroieni,0.0,RO,2018-11-30 18:00:00,57.0,47.37,23.76,19.27,4.7
589,trat,0.0,TH,2018-11-30 18:33:23,100.0,12.25,102.51,81.32,0.47
590,ixtapa,40.0,MX,2018-11-30 17:49:00,61.0,20.71,-105.21,80.6,3.36
591,dingle,56.0,PH,2018-11-30 18:33:24,94.0,11.0,122.67,75.47,11.65
592,reutov,0.0,RU,2018-11-30 18:00:00,85.0,55.76,37.86,9.32,2.24
593,vila do maio,0.0,CV,2018-11-30 18:00:00,44.0,15.13,-23.22,80.6,20.8
594,portland,90.0,US,2018-11-30 17:45:00,86.0,45.52,-122.67,45.81,3.36
595,alice springs,90.0,AU,2018-11-30 18:00:00,36.0,-23.7,133.88,77.0,12.75
596,derazhnya,80.0,UA,2018-11-30 18:33:25,82.0,49.27,27.43,9.5,8.25
597,atbasar,56.0,KZ,2018-11-30 18:33:26,77.0,51.81,68.36,7.07,14.29
598,lorengau,44.0,PG,2018-11-30 18:33:26,100.0,-2.02,147.27,82.81,9.82
599,necochea,32.0,AR,2018-11-30 18:33:27,77.0,-38.55,-58.74,76.91,11.83
600,khasan,0.0,RU,2018-11-30 18:33:27,100.0,42.43,130.64,28.81,17.58
601,cairns,0.0,AU,2018-11-30 18:00:00,83.0,-16.92,145.77,73.4,3.36
602,remanso,68.0,BR,2018-11-30 18:33:28,70.0,-9.62,-42.08,85.37,6.06
603,clarence town,0.0,AU,2018-11-30 18:00:00,93.0,-32.59,151.78,57.2,5.82
604,teya,90.0,MX,2018-11-30 17:42:00,69.0,21.05,-89.07,82.4,12.75
605,mumbwa,80.0,ZM,2018-11-30 18:33:29,77.0,-14.99,27.06,69.04,13.85
606,uaua,48.0,BR,2018-11-30 18:33:29,46.0,-9.84,-39.48,89.91,5.01
608,pingliang,0.0,CN,2018-11-30 18:33:30,78.0,35.54,106.68,26.06,2.71
609,binga,48.0,ZW,2018-11-30 18:33:30,84.0,-17.62,27.34,75.2,7.74
610,manadhoo,76.0,MV,2018-11-30 18:33:30,100.0,5.77,73.38,83.03,14.85
611,hukuntsi,32.0,BW,2018-11-30 18:33:30,25.0,-23.98,21.76,83.16,8.3
612,tosya,68.0,TR,2018-11-30 18:33:31,95.0,41.02,34.04,39.11,2.1
613,nizhniy baskunchak,0.0,RU,2018-11-30 18:33:31,86.0,48.22,46.83,13.28,15.64
614,usinsk,88.0,RU,2018-11-30 18:33:31,84.0,66.0,57.56,9.19,7.81
